,expFolder,probe,_av_IDs,movement_correlation
1796,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,14,-0.207779508528694
2050,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,272,-0.1925320812540248
495,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,203,-0.1372093323076878
4425,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,106,-0.1369966442483827
330,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,34,-0.1340703020135978
3110,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,128,-0.1261274806111059
756,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,51,-0.1224308840332836
874,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,169,-0.1205572539740926
2269,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,112,-0.1201004198568256
2144,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,366,-0.1196132999662275
1002,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,299,-0.1179060974362264
2851,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,299,-0.1094976668346739
1947,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,168,-0.108196060063253
3098,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,116,-0.1081841761754284
1042,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,339,-0.1064333136686749
3217,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,236,-0.1060535520229995
2726,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,174,-0.1059929114717629
2821,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,269,-0.1051355808135808
2563,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,11,-0.1040595666573415
528,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,236,-0.0986511977712211
1908,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,129,-0.0981736883921938
2644,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,92,-0.0978645525747488
3308,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,328,-0.0970979568527383
3830,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,358,-0.0948793797355298
2302,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,146,-0.0947514586308168
2122,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,344,-0.0931075935180896
2060,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,282,-0.0917553143665124
2732,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,180,-0.0897986963564003
3140,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,158,-0.0893636167179784
1051,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,348,-0.0873789540188356
1874,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,95,-0.0856994913195074
2481,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,326,-0.0827524338006427
1984,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,206,-0.0795707061720341
748,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,43,-0.0789556689821226
2919,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,367,-0.0771729464299817
3062,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,79,-0.0766789456045614
2069,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,291,-0.0764210389174651
3506,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,30,-0.074956758825779
3653,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,178,-0.074868112676902
1157,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,454,-0.0746336207410966
1917,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,138,-0.0736361065690839
4552,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,233,-0.0728754776527784
2240,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,83,-0.072562816097076
1881,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,102,-0.0724150892370069
1878,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,99,-0.0710738709422608
1893,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,114,-0.0708370591013916
1011,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,308,-0.0706608842045875
1933,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,154,-0.0702609673956854
2153,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,375,-0.0698619504733394
3121,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,139,-0.0693495270546465
3087,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,104,-0.0687067765119067
2495,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,340,-0.0684087143990613
2312,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,156,-0.066904929680909
962,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,258,-0.066790842920885
2278,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,121,-0.0666316345171981
2655,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,103,-0.0666205954290082
3463,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,483,-0.0665715718561388
3020,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,37,-0.0656869529416861
3697,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,223,-0.0655423077375381
3388,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,408,-0.0652447298579169
1016,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,313,-0.0649766467212468
407,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,113,-0.0646575098519047
3569,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,93,-0.0644156590205151
695,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,405,-0.0636872250342135
996,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,293,-0.0635788113511432
3820,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,348,-0.0630152832278546
2865,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,313,-0.0622561970075404
2801,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,249,-0.0621317936367157
337,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,41,-0.0620284549075613
2184,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,24,-0.0616825097165442
3936,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,464,-0.060648319157823
2849,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,297,-0.0588484652640783
3224,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,243,-0.0585891594573439
967,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,264,-0.0583871996929206
2572,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,20,-0.0571086562161906
3066,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,83,-0.0569806924651579
1799,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,17,-0.0552614134743986
3480,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,4,-0.0551196689426344
2996,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,11,-0.0550761144373454
2485,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,330,-0.0544354461163191
249,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,252,-0.0540531077180324
700,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,410,-0.0537360948650113
2046,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,268,-0.0535649520852632
2869,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,317,-0.0530645430718051
1937,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,158,-0.0528182893718986
2741,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,189,-0.0525795468746686
2648,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,96,-0.0522788474443482
928,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,224,-0.0522400500262594
2956,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,404,-0.0519468681755333
346,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,50,-0.05163883493019
992,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,289,-0.0515239122561706
2748,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,196,-0.0509917318091554
2574,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,22,-0.0507747304640127
2772,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,220,-0.0503068031874428
2600,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,48,-0.0492679606989087
2786,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,234,-0.0478842404941955
2858,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,306,-0.0478515903546225
1071,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,368,-0.0467440573952953
1041,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,338,-0.0463971092865287
359,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,63,-0.0459770377665451
3722,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,248,-0.0457374440758081
75,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,77,-0.0455139714354784
510,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,218,-0.0437156011596335
182,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,185,-0.04347489758794
2980,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,428,-0.0434308001736686
3080,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,97,-0.0433243878840425
2342,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,186,-0.043166231033958
925,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,221,-0.0430407405525859
2280,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,123,-0.0425796539138226
3450,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,470,-0.0419148315237022
3067,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,84,-0.0414877977497377
2593,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,41,-0.0414386469327069
2624,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,72,-0.0413246565451494
910,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,206,-0.0409125552659661
78,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,80,-0.0407562370378595
372,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,76,-0.0405324576630122
1875,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,96,-0.0403336414660409
2645,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,93,-0.0399642126489659
3042,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,59,-0.0385882129968512
2082,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,304,-0.0385732295892516
3141,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,159,-0.0385211345558118
2781,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,229,-0.0384593298067666
2723,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,171,-0.0383695957564831
3041,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,58,-0.03818506571953
3551,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,75,-0.037890161676956
1131,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,428,-0.0373689965788456
399,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,103,-0.0372730657215974
2080,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,302,-0.0364997749458981
1077,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,374,-0.0361746127407236
2331,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,175,-0.0356718006955072
2338,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,182,-0.0354823760215012
2998,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,13,-0.0350758740560767
1931,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,152,-0.0350588593691573
3867,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,395,-0.0339526165258215
1033,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,330,-0.0333996732080141
2271,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,114,-0.0332584263364913
3464,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,484,-0.033240918597884
2246,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,89,-0.0331499805779688
1989,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,211,-0.0330948798669053
832,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,127,-0.0329230296021119
4560,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,241,-0.0321715901514737
2212,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,53,-0.0320217502172309
2989,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,4,-0.0315400094716764
891,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,187,-0.031444200556384
3545,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,69,-0.0311916550366261
3279,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,299,-0.030501755120448
2556,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,4,-0.0299404921771558
903,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,199,-0.0299004101962533
3328,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,348,-0.0298257537017177
3060,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,77,-0.0293876843826711
2174,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,14,-0.0293766235447417
778,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,73,-0.0277794459204196
2335,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,179,-0.027776218693527
4445,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,126,-0.0275123227654469
2315,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,159,-0.0273492015952079
1148,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,445,-0.0272905953008626
98,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,100,-0.0270266700842133
559,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,269,-0.0267130066928969
1028,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,325,-0.0264488145942736
1086,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,383,-0.0261934399397398
907,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,203,-0.0260586740062093
1043,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,340,-0.0257763878101075
3358,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,378,-0.0257451985176584
3043,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,60,-0.0257251622528643
2629,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,77,-0.0256351644277793
3532,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,56,-0.0255911881328328
3411,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,431,-0.0255451133158405
3240,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,259,-0.0254171953029351
1088,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,385,-0.0253587795902622
2792,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,240,-0.0251603002442818
2770,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,218,-0.024669285355707
3451,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,471,-0.0244819009016836
3071,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,88,-0.0244646748503665
3454,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,474,-0.0242661408055073
3025,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,42,-0.0242298467847869
2340,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,184,-0.024087533727689
950,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,246,-0.0238552893910439
2477,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,322,-0.0232725814275
3058,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,75,-0.0228195725054486
3832,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,360,-0.0225948601849052
2243,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,86,-0.0225729181153952
2072,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,294,-0.0225232161725742
2051,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,273,-0.022513602045626
2846,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,294,-0.0221989924963506
819,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,114,-0.0220512955590412
3271,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,291,-0.021810787786571
3063,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,80,-0.0217790225652475
2316,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,160,-0.0216484783060266
68,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,70,-0.0215519401273633
2595,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,43,-0.0214199556015545
1129,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,426,-0.0213728809580109
3369,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,389,-0.0212230377763338
3868,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,396,-0.0211076889883558
852,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,147,-0.0211024377911453
2942,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,390,-0.0210767260121452
2232,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,75,-0.0209367158565734
4591,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,272,-0.0209224572176767
1170,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,467,-0.0208145808656812
3724,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,250,-0.0201612119529008
122,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,124,-0.0196966469695739
3442,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,462,-0.0190925615225551
1949,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,170,-0.0190241333324688
1861,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,82,-0.0187145929810756
2924,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,372,-0.0185824342845257
426,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,132,-0.0185611211035033
3156,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,174,-0.0184701072434909
789,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,84,-0.0184171503153465
1907,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,128,-0.0182400984127703
3157,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,176,-0.018229063576249
2194,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,34,-0.0182038924070254
2725,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,173,-0.0180305490241559
772,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,67,-0.0180278245703918
1831,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,52,-0.017998661433547
3448,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,468,-0.0179766195761738
3457,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,477,-0.0176302677184408
1085,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,382,-0.017554472923533
2999,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,14,-0.0173785383329248
4465,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,146,-0.0171497069810941
3671,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,196,-0.0170958240235588
576,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,286,-0.0163595948678619
744,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,39,-0.0161866396267169
2804,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,252,-0.0161754779813991
3294,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,314,-0.0158918894199899
3000,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,15,-0.0157653483281599
1091,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,388,-0.0155752327268478
3547,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,71,-0.0154109649327057
3108,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,126,-0.0154032411553756
541,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,249,-0.0153275563028984
3707,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,233,-0.015312917067929
2037,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,259,-0.0152107167051529
854,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,149,-0.0151717294991418
1112,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,409,-0.0149520305627349
3208,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,227,-0.0149422131276865
4698,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,90,-0.0148860673694893
3563,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,87,-0.0148560912115457
308,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,12,-0.0147588071098344
2838,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,286,-0.0146764711839695
2973,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,421,-0.0143880117676571
3001,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,16,-0.0143255040165329
2145,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,367,-0.0142217286257389
3866,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,394,-0.0140143411597737
2334,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,178,-0.0139299285731057
4467,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,148,-0.0139183754037792
2250,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,93,-0.0138894085380108
524,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,232,-0.01374843221328
3871,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,399,-0.0135552138591679
1967,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,189,-0.0133755187076537
714,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,9,-0.013060512913443
